Parent	Child	PanMAN_Diff	MAFFT_Diff	Expected_Mismatch_Count_After_Correction	Mismatch_Count_In_MA_Blocks	Mismatch_Count_In_Corrected_Blocks	All_Mismatch_Count
node_208	02_AG.GH.2003.GHNJ185.AB231895	3193	1451	 1761	 1493	 61	 3193
node_205	node_209	1055	342	 340	 724	 9	 1055
node_204	node_205	169	179	 169	 0	 0	 169
node_206	node_208	553	298	 553	 0	 0	 553
node_205	node_206	82	93	 82	 0	 0	 82
node_209	node_210	101	103	 101	 0	 0	 101
node_210	02_AG.GH.2020.KBH10-GH.OQ121853	1126	835	 868	 266	 8	 1126
node_212	02_AG.SN.1998.98SE_MP1211.AJ251056	677	664	 677	 0	 0	 677
node_208	02_AG.GH.2003.03GH184AG.AB286860	1238	1235	 1238	 0	 0	 1238
node_202	02_AG.NG.2009.09NG_SC29.JN248589	2754	921	 1208	 1602	 56	 2754
node_211	node_212	542	545	 542	 0	 0	 542
node_207	0209.GH.1997.G829.AF184155	1816	1058	 1583	 248	 15	 1816
node_210	02_AG.GH.2003.03GH184AG.AB286859	3001	1314	 1324	 1751	 74	 3001
node_212	02_AG.GH.2003.GHNJ188.AB231896	4037	1697	 1712	 2435	 110	 4037
node_204	node_213	373	222	 373	 0	 0	 373
node_213	node_214	874	292	 299	 578	 3	 874
node_222	node_223	281	37	 72	 210	 1	 281
node_216	node_217	250	240	 250	 0	 0	 250
node_203	node_222	901	93	 416	 490	 5	 901
node_222	node_232	428	98	 97	 336	 5	 428
node_226	02_AG.GW.2014.DE00214GW005.MH078542	1321	1061	 1060	 266	 5	 1321
node_228	node_230	750	508	 750	 0	 0	 750
node_233	node_235	6	6	 6	 0	 0	 6
node_214	node_216	110	101	 110	 0	 0	 110
node_214	node_215	318	300	 318	 0	 0	 318
node_231	02_AG.FR.2015.CODb4_2.OP994782	1039	399	 398	 645	 4	 1039
node_229	02_AG.NG.2011.DE00211NG009.KY953197	4325	1587	 1555	 2921	 151	 4325
node_216	02A3.SN.1996.DDJ364.AY521633	849	806	 849	 0	 0	 849
node_224	node_226	643	223	 224	 422	 3	 643
node_223	node_224	788	316	 570	 224	 6	 788
node_230	node_231	13	13	 13	 0	 0	 13
node_232	node_233	705	456	 705	 0	 0	 705
node_220	02_AG.CM.2002.02CM_1970LE.AY371128	798	787	 798	 0	 0	 798
node_230	02_AG.FR.2015.CODb4_7b.OP994788	366	366	 366	 0	 0	 366
node_226	node_227	974	266	 288	 702	 16	 974
node_217	02_AG.GH.-.I_2496.AB485633	2192	1668	 1687	 558	 53	 2192
node_223	node_228	330	329	 330	 0	 0	 330
node_218	node_220	105	109	 105	 0	 0	 105
node_228	node_229	235	238	 235	 0	 0	 235
node_213	node_218	441	176	 441	 0	 0	 441
node_234	02_AG.FR.2015.CODb4_3.OP994783	707	21	 21	 692	 6	 707
node_218	node_219	100	104	 100	 0	 0	 100
node_220	node_221	279	273	 279	 0	 0	 279
node_215	02A.CM.2002.02CM_2339SA.AY371143	1741	1017	 1741	 0	 0	 1741
node_235	node_236	949	156	 156	 794	 1	 949
node_231	02_AG.FR.2015.CODb4_1.OP994781	1712	357	 357	 1358	 3	 1712
node_219	02_AG.NG.2012.12NG060418.KX389649	1646	800	 1390	 266	 10	 1646
node_236	02_AG.FR.2015.CODb4_12.OP994793	539	539	 539	 0	 0	 539
node_239	02G.GH.2003.p03GH179AG_G29.AB480048	2517	1269	 1276	 1258	 17	 2517
node_217	02_AG.CI.2016.DE00216CI019.MH078536	2003	1152	 1190	 834	 21	 2003
node_234	02_AG.FR.2015.CODb4_5.OP994785	1415	35	 539	 878	 2	 1415
node_252	node_253	604	0	 0	 604	 0	 604
node_257	node_259	1	1	 1	 0	 0	 1
node_219	02_AG.CM.2002.02CM_1970LE.GU201511	1439	736	 1002	 458	 21	 1439
node_250	node_251	802	569	 596	 210	 4	 802
node_238	02_AG.GH.2020.KBH45-GH.OQ121876	1529	1060	 1325	 210	 6	 1529
node_251	02D.GH.2003.GHNJ193.AB231897	2521	1630	 1854	 681	 14	 2521
node_249	02_AG.GH.2021.KBH55-GH.OQ121884	1380	480	 484	 918	 22	 1380
node_245	node_246	160	169	 160	 0	 0	 160
node_221	02_AG.KR.2012.12MHR9.KF561435	2386	1197	 1525	 896	 35	 2386
node_242	node_261	163	165	 163	 0	 0	 163
node_255	02A3.FR.2011.180001_20.OP994666	714	368	 368	 346	 0	 714
node_163	node_241	23	23	 23	 0	 0	 23
node_250	02_AG.GH.2022.KBH90-GH.OQ121913	966	723	 738	 248	 20	 966
node_261	node_262	494	230	 230	 266	 2	 494
node_246	0206.NE.1997.NE03.AJ508595	2629	2060	 2094	 576	 41	 2629
node_247	02G.CM.2006.06CMBDSH13.MN153482	1746	1225	 1518	 248	 20	 1746
node_254	02_AG.GH.2020.KBH02-GH.OQ121846	1644	855	 857	 825	 38	 1644
node_260	02A3.FR.2011.180001_14.OP994660	640	368	 368	 272	 0	 640
node_244	node_248	153	154	 153	 0	 0	 153
node_227	02A.GW.2014.DEURF14GW012.MH078548	2045	1156	 1167	 926	 48	 2045
node_257	node_258	2	2	 2	 0	 0	 2
node_248	node_250	308	95	 92	 224	 8	 308
node_251	02A3.GH.2003.GHNJ176.AB231894	1637	1415	 1427	 224	 14	 1637
node_248	node_249	586	305	 586	 0	 0	 586
node_237	node_239	1324	564	 1133	 210	 19	 1324
node_236	02_AG.FR.2015.CODb4_9.OP994790	550	550	 550	 0	 0	 550
node_239	node_240	1062	172	 537	 546	 21	 1062
node_252	node_257	156	156	 156	 0	 0	 156
node_262	node_263	1167	222	 229	 948	 10	 1167
node_225	02A.GW.2014.DEURF14GW016.MH078549	1744	1016	 1488	 266	 10	 1744
node_229	02B.NG.2015.20389v01.MH666162	1338	713	 1338	 0	 0	 1338
node_225	02A.GW.2004.DL3039.KR067669	974	626	 650	 346	 22	 974
node_256	02A3.FR.2011.180001_18.OP994664	1248	368	 368	 880	 0	 1248
node_237	node_238	347	339	 347	 0	 0	 347
node_247	02_AG.GH.2021.KBH87-GH.OQ121910	2110	858	 862	 1314	 66	 2110
node_249	02_AG.GH.2021.KBH56-GH.OQ121885	1305	483	 488	 830	 13	 1305
node_260	02A3.FR.2011.180001_24.OP994671	1847	367	 367	 1480	 0	 1847
node_258	02A3.FR.2011.180001_15.OP994661	1082	212	 212	 870	 0	 1082
node_233	node_234	374	374	 374	 0	 0	 374
node_241	node_242	151	148	 151	 0	 0	 151
node_258	02A3.FR.2011.180001_12.OP994658	695	213	 213	 482	 0	 695
node_253	node_254	727	707	 727	 0	 0	 727
node_246	02_AG.GH.2021.KBH85-GH.OQ121908	1895	956	 956	 964	 25	 1895
node_240	02G.GH.2003.p03GH179AG_G02.AB480047	2427	1305	 1315	 1164	 52	 2427
node_235	02_AG.FR.2015.CODb4_4.OP994784	2674	390	 390	 2292	 8	 2674
node_254	02_AG.GH.2022.KBH94-GH.OQ121915	2272	857	 1579	 742	 49	 2272
node_255	node_256	0	0	 0	 0	 0	 0
node_227	02_AG.NG.2009.09NG_SC24.JN248585	1654	1023	 1329	 349	 24	 1654
node_232	node_237	623	388	 623	 0	 0	 623
node_256	02A3.FR.2011.180001_1.OP994647	1158	368	 368	 790	 0	 1158
node_215	02G.NG.2009.09NG010129.KX389634	2060	1064	 1401	 700	 41	 2060
node_224	node_225	122	121	 122	 0	 0	 122
node_221	02_AG.GH.2021.KBH58-GH.OQ121887	1744	692	 713	 1077	 46	 1744
node_245	node_247	115	116	 115	 0	 0	 115
node_259	02A3.FR.2011.180001_22b.OP994669	212	212	 212	 0	 0	 212
node_240	0206.NE.2000.NE36.AJ508597	2882	2166	 2393	 531	 42	 2882
node_243	node_252	580	538	 580	 0	 0	 580
node_243	node_244	640	131	 133	 516	 9	 640
node_244	node_245	96	94	 96	 0	 0	 96
node_253	node_255	312	2	 2	 310	 0	 312
node_259	node_260	155	155	 155	 0	 0	 155
node_242	node_243	49	48	 49	 0	 0	 49
node_238	02G.GB.2014.13612_1_1.3.MF109402	1294	921	 931	 368	 5	 1294
node_263	node_264	363	339	 363	 0	 0	 363
node_264	02A3.FR.2017.180001b_5b.OP994675	890	368	 368	 522	 0	 890
node_262	node_267	418	422	 418	 0	 0	 418
node_264	02A3.FR.2011.180001_3.OP994649	882	368	 368	 514	 0	 882
node_272	node_273	127	124	 127	 0	 0	 127
node_269	02_AG.RU.2015.RU_ERS_2992_2015.MZ427751	1812	903	 1600	 224	 12	 1812
node_271	node_272	371	134	 126	 252	 7	 371
node_267	node_268	380	109	 116	 266	 2	 380
node_263	node_265	336	122	 115	 224	 3	 336
node_273	02A1.GW.2006.DL4186.KR067668	2630	889	 899	 1796	 65	 2630
node_265	02_AG.NG.2009.09NG_SC30.JN248590	975	643	 647	 336	 8	 975
node_268	02_AG.CM.2000.LA10GuVa.KU168265	1954	1422	 1427	 560	 33	 1954
node_267	node_269	101	97	 101	 0	 0	 101
node_275	02_AG.CM.2002.02CM_3217MN.GU201514	1155	1157	 1155	 0	 0	 1155
node_265	node_266	339	343	 339	 0	 0	 339
node_272	node_274	459	461	 459	 0	 0	 459
node_268	0209.GH.2020.KBH35-GH.OQ121872	1196	857	 876	 336	 16	 1196
node_274	02_AG.CY.2005.CY048.FJ388902	2471	618	 938	 1572	 39	 2471
node_271	node_276	62	63	 62	 0	 0	 62
node_274	node_275	235	234	 235	 0	 0	 235
node_261	node_271	63	61	 63	 0	 0	 63
node_275	02B.CY.2005.CY029.FJ388896	540	525	 540	 0	 0	 540
node_269	node_270	627	324	 339	 310	 22	 627
node_273	02G.GH.2021.KBH52-GH.OQ121882	1211	990	 1211	 0	 0	 1211
node_266	02_AG.GH.2022.CHC001-GH.OQ121842	1818	880	 902	 948	 32	 1818
node_270	02_AG.GH.2003.03GH197AG.AB286863	2365	1033	 1030	 1340	 5	 2365
node_276	node_278	1501	444	 443	 1068	 10	 1501
node_277	02_AG.GH.2020.KBH49-GH.OQ121880	1035	799	 799	 248	 12	 1035
node_266	02_AG.DE.2009.701114.KT124792	1261	779	 788	 490	 17	 1261
node_277	02_AG.CM.1997.CM52885.AF377954	1066	822	 822	 269	 25	 1066
node_276	node_277	242	243	 242	 0	 0	 242
node_270	02_AG.GH.2003.03GH197AG.AB286864	1327	1017	 1016	 312	 1	 1327
node_278	02_AG.GB.2013.15171_1_26.3.MF109657	553	539	 553	 0	 0	 553
node_278	node_279	408	226	 408	 0	 0	 408
node_279	02A1.GH.2022.KBH88-GH.OQ121911	1282	579	 583	 738	 39	 1282
node_280	node_281	272	121	 272	 0	 0	 272
node_241	node_280	140	60	 140	 0	 0	 140
node_284	02_AG.CM.2002.02CM_1677LE.AY371140	1385	734	 756	 656	 27	 1385
node_279	02_AG.-.2000.LA12FroG.KU168267	2627	1743	 1760	 890	 23	 2627
node_283	node_284	211	204	 211	 0	 0	 211
node_282	node_283	406	76	 79	 333	 6	 406
node_281	node_282	427	439	 427	 0	 0	 427
node_285	02_AG.GH.2020.KBH13-GH.OQ121856	1878	1155	 1172	 738	 32	 1878
node_284	02_AG.CM.2001.01CM_4410HAL.AY371142	1036	774	 780	 266	 10	 1036
node_288	node_289	599	135	 127	 490	 18	 599
node_287	02_AG.CM.2010.LB006_1.MK086132	2239	676	 713	 1587	 61	 2239
node_283	node_285	178	177	 178	 0	 0	 178
node_290	node_295	635	264	 267	 368	 0	 635
node_291	node_293	165	169	 165	 0	 0	 165
node_282	node_286	62	68	 62	 0	 0	 62
node_286	node_288	742	525	 742	 0	 0	 742
node_287	02_AG.BE.2014.AE.MN485975	955	926	 955	 0	 0	 955
node_294	02_AG.NG.2009.09NG010181.KX389629	1601	1083	 1235	 399	 33	 1601
node_289	02_AG.US.1999.99US_MSC1134.AY444809	842	852	 842	 0	 0	 842
node_288	02G.CM.2002.02CM_3228MN.AY371147	1010	844	 853	 166	 9	 1010
node_294	02A.GH.2020.KBH43-GH.OQ121875	1174	907	 1174	 0	 0	 1174
node_296	02_AG.NG.2010.10NG020065.KX389621	2112	1050	 1291	 844	 23	 2112
node_310	node_311	381	164	 164	 224	 7	 381
node_291	node_292	205	199	 205	 0	 0	 205
node_292	02_AG.GH.2020.KBH15-GH.OQ121857	1311	838	 1066	 266	 21	 1311
node_285	02_AG.CY.2009.CY256.JF683799	2582	1261	 1520	 1096	 34	 2582
node_300	node_301	204	199	 204	 0	 0	 204
node_309	node_310	127	128	 127	 0	 0	 127
node_281	node_290	175	177	 175	 0	 0	 175
node_289	02_AG.CM.2010.10CMLB077.MT349412	2513	1436	 1944	 578	 9	 2513
node_298	02_AG.CM.2001.01CM_0119MA.GU201498	1065	591	 902	 168	 5	 1065
node_286	node_287	1072	784	 1072	 0	 0	 1072
node_295	node_296	68	68	 68	 0	 0	 68
node_299	node_300	183	184	 183	 0	 0	 183
node_280	node_299	234	233	 234	 0	 0	 234
node_293	node_294	633	162	 171	 490	 28	 633
node_290	node_291	186	192	 186	 0	 0	 186
node_293	02A.NG.2010.10NG020382.KX389616	1623	907	 908	 738	 23	 1623
node_300	node_305	332	332	 332	 0	 0	 332
node_292	02_AG.GB.2014.14592_1_65.3.MF109559	2923	995	 1190	 1820	 87	 2923
node_305	node_307	101	104	 101	 0	 0	 101
node_296	02_AG.CM.2001.01CM_0131NY.AY371137	1141	1142	 1141	 0	 0	 1141
node_303	node_304	1036	651	 669	 368	 1	 1036
node_303	02_AG.CM.2002.02CM_2172SA.GU201512	957	553	 572	 396	 11	 957
node_307	02A1.CM.2006.06CMARC055.MN153496	754	740	 754	 0	 0	 754
node_301	node_303	315	271	 315	 0	 0	 315
node_304	02_AG.CM.2011.NYU6556_3.MK086125	1849	850	 864	 1035	 50	 1849
node_299	node_309	309	48	 47	 266	 4	 309
node_302	02_AG.CM.2001.01CM_0144ND.GU201495	1361	523	 523	 850	 12	 1361
node_306	02_AG.CM.2003.CM1193-8.KU168304	1912	1357	 1366	 562	 16	 1912
node_295	node_297	294	297	 294	 0	 0	 294
node_304	02_AG.CM.2002.02CM_2162SA.AY371129	1302	555	 896	 422	 16	 1302
node_311	02A1.CM.2006.06CMARC09.MN153493	1405	879	 881	 545	 21	 1405
node_307	node_308	604	260	 277	 332	 5	 604
node_301	node_302	336	328	 336	 0	 0	 336
node_302	02_AG.CM.2001.01CM_0158ND.AY371132	1587	900	 1220	 368	 1	 1587
node_306	02_AG.CM.2001.01CM_1475MV.AY371138	1063	498	 523	 564	 24	 1063
node_297	02A1G.CM.2007.BS29.KR017773	1446	1425	 1446	 0	 0	 1446
node_310	node_312	467	201	 205	 266	 4	 467
node_308	02_AG.CM.2001.01CM_0005BBY.AY371123	1394	816	 1090	 336	 32	 1394
node_308	02A1.CM.2008.08CMNYU997.MN153490	1773	803	 983	 828	 38	 1773
node_297	node_298	1140	621	 811	 336	 7	 1140
node_305	node_306	493	490	 493	 0	 0	 493
node_298	02_AG.CM.2001.01CM_1237NG.AY371136	2209	937	 953	 1280	 24	 2209
node_311	02_AG.CM.2004.459-16.MH705136	3711	1919	 2400	 1380	 69	 3711
node_312	02_AG.CM.2006.06CMARC10.MN153479	1199	1186	 1199	 0	 0	 1199
node_312	node_313	613	598	 613	 0	 0	 613
node_314	node_315	120	121	 120	 0	 0	 120
node_317	02_AG.CM.2007.CM100-17.KU168310	4044	1443	 1791	 2338	 85	 4044
node_309	node_314	253	248	 253	 0	 0	 253
node_322	node_323	422	417	 422	 0	 0	 422
node_323	node_324	367	104	 102	 270	 5	 367
node_318	node_319	277	240	 277	 0	 0	 277
node_325	02_AG.CM.2002.02CM_2348SA.AY371130	874	565	 623	 269	 18	 874
node_315	02_AG.US.2006.502_2696_FL01.JF320297	1277	611	 618	 680	 21	 1277
node_316	02_AG.CM.2008.08CMNYU1003.MN153495	897	671	 688	 224	 15	 897
node_321	node_322	34	34	 34	 0	 0	 34
node_324	node_326	253	256	 253	 0	 0	 253
node_325	02_AG.CY.2009.CY252.JF683795	586	586	 586	 0	 0	 586
node_314	node_316	773	362	 354	 422	 3	 773
node_326	02_AG.CM.2002.02CM_0013BBY.AY371125	935	464	 465	 476	 6	 935
node_6	node_318	962	164	 962	 0	 0	 962
node_313	02_AG.CM.2008.08CMBDSH131.MN153486	1464	717	 734	 767	 37	 1464
node_317	02_AG.CM.2010.10CMLB088.MT349408	1508	670	 1137	 396	 25	 1508
node_323	node_327	200	179	 200	 0	 0	 200
node_313	02_AG.CM.2002.02CM_0015BBY.AY371127	1482	899	 1221	 266	 5	 1482
node_326	02_AG.ES.2009.P2222_2s_nt0547_9473.MF157742	1050	1051	 1050	 0	 0	 1050
node_327	node_328	176	180	 176	 0	 0	 176
node_319	node_320	320	231	 320	 0	 0	 320
node_329	node_330	1111	598	 609	 528	 26	 1111
node_316	node_317	628	271	 422	 210	 4	 628
node_320	node_321	82	84	 82	 0	 0	 82
node_324	node_325	408	406	 408	 0	 0	 408
node_333	02_AG.GW.2014.DE00214GW039.MN703130	1123	1114	 1123	 0	 0	 1123
node_328	02_AG.CM.2001.01CM_0074NY.AY371131	978	648	 653	 332	 7	 978
node_315	02_AG.CM.2010.10CMLB097.MT349414	1457	808	 817	 665	 25	 1457
node_332	node_334	257	256	 257	 0	 0	 257
node_327	node_329	403	370	 403	 0	 0	 403
node_328	02_AG.CM.2001.01CM_0925MO.AY371134	988	664	 674	 324	 10	 988
node_329	02_AG.GH.2020.KBH46-GH.OQ121877	1687	852	 850	 872	 35	 1687
node_330	0213.CM.2001.01CM_0096MA.GU201497	852	839	 852	 0	 0	 852
node_322	node_331	227	217	 227	 0	 0	 227
node_331	node_332	343	80	 78	 266	 1	 343
node_330	02_AG.CY.2009.CY247.JF683792	1113	901	 903	 224	 14	 1113
node_333	02_AG.NG.2001.PL0754.DQ168578	980	768	 765	 224	 9	 980
node_332	node_333	313	310	 313	 0	 0	 313
node_334	02_AG.CM.2008.08CMNYU707.MN153478	1065	826	 854	 224	 13	 1065
node_346	node_348	1212	482	 484	 738	 10	 1212
node_331	node_336	182	182	 182	 0	 0	 182
node_335	02_AG.GH.2003.03GH181AG.AB286856	1476	956	 956	 520	 0	 1476
node_341	node_346	432	223	 226	 210	 4	 432
node_350	node_351	639	272	 271	 368	 0	 639
node_348	node_349	429	208	 213	 224	 8	 429
node_335	02_AG.GH.2003.03GH181AG.AB286855	2546	956	 956	 1590	 0	 2546
node_337	02_AG.SN.2013.9580.KT223760	1281	890	 919	 368	 6	 1281
node_345	02_AG.GH.2021.KBH73-GH.OQ121899	898	877	 898	 0	 0	 898
node_345	0102.CM.2002.A1188.MN116200	2042	896	 1207	 889	 54	 2042
node_349	0102A.CM.2007.663-13.KP718922	1805	536	 533	 1300	 28	 1805
node_346	node_347	264	250	 264	 0	 0	 264
node_347	0102A1.CM.2011.11CMMDC211.MT349416	1135	873	 881	 266	 12	 1135
node_348	02A1.CM.2008.CM1031-19.KU168307	1413	1207	 1213	 212	 12	 1413
node_336	node_337	592	387	 382	 210	 0	 592
node_351	node_353	95	81	 95	 0	 0	 95
node_342	node_343	402	138	 140	 270	 8	 402
node_344	0102.CM.2005.260-27.MN116210	1632	1062	 1106	 540	 14	 1632
node_337	02A1G.CM.2002.02CM_3205MN.GU201504	1184	479	 503	 714	 33	 1184
node_342	node_344	419	141	 155	 266	 2	 419
node_343	02U.CY.2006.CY158.FJ388944	1837	1379	 1423	 422	 8	 1837
node_352	02_AG.NG.2010.10NG030161.KX389610	1091	515	 523	 578	 10	 1091
node_344	node_345	361	362	 361	 0	 0	 361
node_349	0102A.CM.2001.01CM_0190MA.AY371145	1483	720	 745	 752	 14	 1483
node_343	0102A1.CM.2006.890-05.MN116211	1376	1156	 1168	 224	 16	 1376
node_338	node_339	1166	466	 460	 738	 32	 1166
node_351	node_352	197	198	 197	 0	 0	 197
node_334	node_335	831	566	 578	 266	 13	 831
node_354	02_AG.GH.2020.KBH31-GH.OQ121869	1241	669	 673	 578	 10	 1241
node_339	02_AG.CM.2008.DE00208CM001.JX140646	615	628	 615	 0	 0	 615
node_321	node_340	376	165	 167	 210	 1	 376
node_350	node_355	938	941	 938	 0	 0	 938
node_340	node_350	99	98	 99	 0	 0	 99
node_353	02_AG.NG.2001.PL0710.DQ168577	932	623	 671	 266	 5	 932
node_353	node_354	136	146	 136	 0	 0	 136
node_338	02_AG.GH.2020.KBH04-GH.OQ121847	1581	1021	 1043	 586	 48	 1581
node_336	node_338	122	120	 122	 0	 0	 122
node_352	02_AG.CY.2007.CY206.JF683758	2448	1177	 1489	 1000	 41	 2448
node_358	0206.GH.2022.KBH95-GH.OQ121916	1140	1121	 1140	 0	 0	 1140
node_361	node_362	462	203	 462	 0	 0	 462
node_340	node_341	475	207	 211	 266	 2	 475
node_341	node_342	520	149	 154	 368	 2	 520
node_359	node_360	324	58	 59	 266	 1	 324
node_347	02D.CY.2008.CY217.JF683766	2967	1406	 1441	 1614	 88	 2967
node_320	node_359	214	218	 214	 0	 0	 214
node_354	02_AG.NG.2012.12NG060304.KX389647	993	688	 700	 312	 19	 993
node_339	02_AG.CM.2008.Read8_HIV_CRF02_AG.KX228824	406	406	 406	 0	 0	 406
node_363	02_AG.CM.2001.01CM_0186BA.GU201500	2226	856	 871	 1418	 63	 2226
node_362	node_363	112	115	 112	 0	 0	 112
node_356	02_AG.CY.2008.CY240.JF683786	361	364	 361	 0	 0	 361
node_356	02_AG.CY.2009.CY265.JF683806	626	400	 402	 224	 0	 626
node_357	02_AG.CY.2019.CY581.ON989318	1322	441	 435	 908	 21	 1322
node_355	node_357	36	39	 36	 0	 0	 36
node_360	node_361	72	71	 72	 0	 0	 72
node_358	02_AG.GH.2021.KBH82-GH.OQ121905	1136	1126	 1136	 0	 0	 1136
node_355	node_356	201	207	 201	 0	 0	 201
node_362	node_364	267	274	 267	 0	 0	 267
node_357	node_358	904	704	 698	 210	 4	 904
node_363	02_AG.NG.2010.10NG020437.KX389614	1029	724	 771	 266	 8	 1029
node_364	02A1.GH.1997.97GH-AG2.AB052867	3183	1562	 1585	 1651	 53	 3183
node_364	02A.GW.2014.DEURF14GW011.MH078547	1913	1419	 1703	 224	 14	 1913
node_366	02_AG.GH.2020.KBH24-GH.OQ121863	1005	384	 435	 578	 8	 1005
node_361	node_365	684	109	 108	 578	 2	 684
node_365	node_366	811	550	 555	 266	 10	 811
node_366	02_AG.GH.2022.KBH89-GH.OQ121912	865	355	 351	 534	 20	 865
node_369	node_374	543	303	 323	 224	 4	 543
node_360	node_369	89	82	 89	 0	 0	 89
node_374	node_376	82	81	 82	 0	 0	 82
node_374	node_375	121	116	 121	 0	 0	 121
node_370	node_372	124	123	 124	 0	 0	 124
node_376	node_377	373	380	 373	 0	 0	 373
node_372	node_373	254	234	 254	 0	 0	 254
node_375	02A3.CM.2007.BS13.KR017772	2120	1019	 1028	 1120	 28	 2120
node_380	node_382	679	416	 417	 266	 4	 679
node_373	02A.ES.2014.EUR-0048.KU685587	1974	1096	 1329	 688	 43	 1974
node_379	node_380	318	308	 318	 0	 0	 318
node_377	02_AG.GH.2021.KBH71-GH.OQ121897	1908	871	 885	 1068	 45	 1908
node_359	node_378	416	418	 416	 0	 0	 416
node_369	node_370	331	123	 124	 210	 3	 331
node_381	AF2G.CM.1997.CM52876.AF377958	1200	949	 1200	 0	 0	 1200
node_382	node_383	339	326	 339	 0	 0	 339
node_370	node_371	1091	703	 729	 368	 6	 1091
node_375	02A.CM.2008.DEURF08CM005.KF716465	884	874	 884	 0	 0	 884
node_372	02_AG.NG.2011.11NG050356.KX389643	1035	765	 806	 235	 6	 1035
node_382	02F2G.CM.2002.LT66.JN864057	1573	1035	 1051	 542	 20	 1573
node_378	node_379	59	59	 59	 0	 0	 59
node_367	02A3.GH.2020.KBH09-GH.OQ121852	692	681	 692	 0	 0	 692
node_367	node_368	432	186	 432	 0	 0	 432
node_380	node_381	127	126	 127	 0	 0	 127
node_371	02G.BE.2016.BH.MN486004	1535	542	 543	 992	 0	 1535
node_365	node_367	404	189	 187	 224	 7	 404
node_377	02_AG.GH.2020.KBH20-GH.OQ121860	866	865	 866	 0	 0	 866
node_368	02_AG.GH.2021.KBH70-GH.OQ121896	1873	850	 893	 1021	 41	 1873
node_371	02G.BE.2016.DA.MT417737	595	372	 371	 224	 0	 595
node_368	02A3.GH.2022.KHC001-GH.OQ121917	1060	786	 808	 258	 6	 1060
node_387	02_AG.GH.2020.KBH08-GH.OQ121851	1154	1130	 1154	 0	 0	 1154
node_373	02A3.GH.2021.KBH62-GH.OQ121889	1400	765	 783	 634	 17	 1400
node_376	02A.CM.2008.Read3_HIV_URF.KX228819	1284	1133	 1284	 0	 0	 1284
node_384	node_386	96	88	 96	 0	 0	 96
node_383	02_AG.GH.2020.KBH06-GH.OQ121849	1302	831	 847	 496	 41	 1302
node_381	02F2.CM.2007.BS11.KR017771	2822	1297	 1323	 1542	 43	 2822
node_387	02A1.FR.2018.X-14B.ON421516	1919	1036	 1042	 914	 37	 1919
node_379	node_384	528	528	 528	 0	 0	 528
node_385	02_AG.GW.2014.DE00214GW009.MH078544	745	539	 540	 210	 5	 745
node_386	node_387	567	571	 567	 0	 0	 567
node_383	02_AG.GH.2021.KBH77-GH.OQ121901	1793	992	 1022	 802	 31	 1793
node_388	node_393	32	33	 32	 0	 0	 32
node_393	node_394	2	2	 2	 0	 0	 2
node_388	node_389	45	45	 45	 0	 0	 45
node_389	node_391	464	464	 464	 0	 0	 464
node_390	02A1.FR.2018.X-16A.ON421518	513	505	 513	 0	 0	 513
node_384	node_385	478	114	 257	 224	 3	 478
node_386	02_AG.GW.2014.DE00214GW020.MH078545	1375	657	 663	 758	 46	 1375
node_378	node_388	402	403	 402	 0	 0	 402
node_385	02U.NG.2010.10NG020545.KX389611	1302	797	 1050	 266	 14	 1302
node_389	node_390	143	143	 143	 0	 0	 143
node_392	02A1.FR.2018.X-21B.ON421520	1866	141	 141	 1726	 1	 1866
node_391	node_392	48	45	 48	 0	 0	 48
node_392	02A1.FR.2018.X-16B.ON421519	136	136	 136	 0	 0	 136
node_391	02A1.FR.2018.X-22B.ON421521	529	175	 175	 358	 4	 529
node_394	02A1.FR.2018.X-14C.ON421517	1749	625	 625	 1124	 0	 1749
node_397	node_398	220	165	 220	 0	 0	 220
node_390	02A1.FR.2018.X-11D.ON421513	836	490	 491	 355	 10	 836
node_394	02A1.FR.2018.X-12D.ON421514	597	597	 597	 0	 0	 597
node_401	node_402	290	275	 290	 0	 0	 290
node_319	node_397	288	83	 288	 0	 0	 288
node_398	node_399	60	59	 60	 0	 0	 60
node_396	02_AG.GW.2014.DE00214GW018_6965.MK397970	2014	1740	 2014	 0	 0	 2014
node_399	node_400	108	110	 108	 0	 0	 108
node_400	node_401	394	122	 132	 266	 4	 394
node_403	02_AG.CM.2015.DE00215CM060.MT222937	1466	1250	 1257	 210	 1	 1466
node_393	node_395	326	33	 33	 326	 33	 326
node_403	0209.CI.1997.97IC_PCI3.AJ866555	2846	2033	 2846	 0	 0	 2846
node_401	node_403	378	159	 158	 224	 4	 378
node_396	02_AG.GW.2014.DE00214GW002.MH078541	2331	1083	 1101	 1284	 54	 2331
node_410	02_AG.GH.2020.KBH25-GH.OQ121864	1695	1206	 1234	 490	 29	 1695
node_395	node_396	602	584	 602	 0	 0	 602
node_406	node_407	326	142	 326	 0	 0	 326
node_399	node_408	454	93	 86	 368	 0	 454
node_395	02A1.FR.2018.X-13D.ON421515	600	600	 600	 0	 0	 600
node_404	node_406	203	209	 203	 0	 0	 203
node_402	0206.GH.2022.KBH91-GH.OQ121914	977	757	 774	 210	 7	 977
node_406	0206.SN.2012.LA56Senegl.KU168299	2164	1581	 1578	 608	 22	 2164
node_410	36_cpx.CM.2000.00CMNYU1162.EF087995	1156	939	 948	 227	 19	 1156
